Dataset,Primary_Model,Secondary_Model,Hybrid_Combination,Accuracy,Precision,Recall,F1_Score,AUC,Time_Seconds
D5,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.9912810194500336,0.4532968997955322
D5,M3,M7,M3 + M7,0.993,0.0,0.0,0.0,0.9951374916163649,0.09377622604370117
D5,M4,M7,M4 + M7,0.994,0.5,0.16666666666666666,0.25,0.9928739101274313,0.25026607513427734
D5,M5,M7,M5 + M7,0.965,0.0,0.0,0.0,0.4015761234071093,0.4513208866119385
D5,M1,M8,M1 + M8,0.994,0.5,0.6666666666666666,0.5714285714285714,0.8304828973843059,0.7596030235290527
D5,M2,M8,M2 + M8,0.994,0.5,0.16666666666666666,0.25,0.9954728370221329,0.5407929420471191
D5,M3,M8,M3 + M8,0.994,0.5,0.16666666666666666,0.25,0.9961435278336687,0.09240078926086426
D5,M4,M8,M4 + M8,0.994,0.5,0.16666666666666666,0.25,0.9933769282360833,0.25061821937561035
D5,M5,M8,M5 + M8,0.965,0.0,0.0,0.0,0.3199195171026157,0.4461488723754883
D5,M1,M9,M1 + M9,0.994,0.5,0.5,0.5,0.9949698189134808,0.7493550777435303
D5,M2,M9,M2 + M9,0.993,0.0,0.0,0.0,0.9877598926894701,0.47606992721557617
D5,M3,M9,M3 + M9,0.994,0.5,0.16666666666666666,0.25,0.9959758551307847,0.09202027320861816
D5,M4,M9,M4 + M9,0.994,0.5,0.16666666666666666,0.25,0.994131455399061,0.24710416793823242
D5,M5,M9,M5 + M9,0.994,0.0,0.0,0.0,0.7743125419181758,0.9757602214813232
D5,M1,M10,M1 + M10,0.992,0.375,0.5,0.42857142857142855,0.994131455399061,0.7513930797576904
D5,M2,M10,M2 + M10,0.993,0.0,0.0,0.0,0.9912810194500334,0.45098304748535156
D5,M3,M10,M3 + M10,0.994,0.5,0.16666666666666666,0.25,0.9969818913480886,0.09068083763122559
D5,M4,M10,M4 + M10,0.994,0.5,0.16666666666666666,0.25,0.994382964453387,0.24696016311645508
D5,M5,M10,M5 + M10,0.965,0.0,0.0,0.0,0.32696177062374243,0.42774295806884766
