Dataset,Primary_Model,Secondary_Model,Hybrid_Combination,Accuracy,Precision,Recall,F1_Score,AUC,Time_Seconds
D1,M1,M6,M1 + M6,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.34731125831604004
D1,M2,M6,M2 + M6,0.996,0.0,0.0,0.0,0.4904809619238477,0.2838912010192871
D1,M3,M6,M3 + M6,0.998,0.0,0.0,0.0,0.688877755511022,0.17847704887390137
D1,M4,M6,M4 + M6,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.11481499671936035
D1,M5,M6,M5 + M6,0.993,0.14285714285714285,0.5,0.2222222222222222,0.8892785571142284,0.45998382568359375
D1,M1,M7,M1 + M7,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23665976524353027
D1,M2,M7,M2 + M7,0.997,0.0,0.0,0.0,0.49448897795591185,0.2639889717102051
D1,M3,M7,M3 + M7,0.998,0.0,0.0,0.0,0.686372745490982,0.09013700485229492
D1,M4,M7,M4 + M7,0.999,1.0,0.5,0.6666666666666666,0.7452404809619239,0.1634829044342041
D1,M5,M7,M5 + M7,0.997,0.0,0.0,0.0,0.6918837675350701,0.5348117351531982
D1,M1,M8,M1 + M8,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24232792854309082
D1,M2,M8,M2 + M8,0.973,0.0,0.0,0.0,0.4453907815631263,0.18122076988220215
D1,M3,M8,M3 + M8,0.998,0.0,0.0,0.0,0.6988977955911824,0.08083391189575195
D1,M4,M8,M4 + M8,0.999,1.0,0.5,0.6666666666666666,0.7442384769539078,0.11577796936035156
D1,M5,M8,M5 + M8,0.989,0.0,0.0,0.0,0.43186372745490975,0.4279060363769531
D1,M1,M9,M1 + M9,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.2381300926208496
D1,M2,M9,M2 + M9,0.994,0.0,0.0,0.0,0.2763026052104208,0.3585371971130371
D1,M3,M9,M3 + M9,0.998,0.0,0.0,0.0,0.6012024048096192,0.13116002082824707
D1,M4,M9,M4 + M9,0.999,1.0,0.5,0.6666666666666666,0.7429859719438877,0.11517620086669922
D1,M5,M9,M5 + M9,0.998,0.0,0.0,0.0,0.6447895791583166,0.6120989322662354
D1,M1,M10,M1 + M10,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23663616180419922
D1,M2,M10,M2 + M10,0.995,0.0,0.0,0.0,0.6122244488977956,0.2808549404144287
D1,M3,M10,M3 + M10,0.998,0.0,0.0,0.0,0.6382765531062125,0.07788705825805664
D1,M4,M10,M4 + M10,0.999,1.0,0.5,0.6666666666666666,0.7444889779559117,0.11568117141723633
D1,M5,M10,M5 + M10,0.997,0.3333333333333333,0.5,0.4,0.7700400801603207,0.5288970470428467
D2,M1,M6,M1 + M6,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9998868522290111,0.375885009765625
D2,M2,M6,M2 + M6,0.996,1.0,0.7777777777777778,0.875,0.9993776872595611,0.43734097480773926
D2,M3,M6,M3 + M6,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9996605566870332,0.06923818588256836
D2,M4,M6,M4 + M6,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9994342611450554,0.16966724395751953
D2,M5,M6,M5 + M6,0.982,0.0,0.0,0.0,0.8639398053858339,1.011902093887329
D2,M1,M7,M1 + M7,0.996,1.0,0.7777777777777778,0.875,0.9990382439465942,0.37618184089660645
D2,M2,M7,M2 + M7,0.994,1.0,0.6666666666666666,0.8,0.9989250961756053,0.4097158908843994
D2,M3,M7,M3 + M7,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997171305725278,0.0695962905883789
D2,M4,M7,M4 + M7,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9994342611450554,0.1567680835723877
D2,M5,M7,M5 + M7,0.982,0.0,0.0,0.0,0.8895112016293278,0.9958479404449463
D2,M1,M8,M1 + M8,0.995,0.9333333333333333,0.7777777777777778,0.8484848484848485,0.9992079656030776,0.34062719345092773
D2,M2,M8,M2 + M8,0.994,1.0,0.6666666666666666,0.8,0.9976804706947273,0.4247758388519287
D2,M3,M8,M3 + M8,0.998,1.0,0.8888888888888888,0.9411764705882353,0.9996605566870334,0.06461286544799805
D2,M4,M8,M4 + M8,0.992,1.0,0.5555555555555556,0.7142857142857143,0.9981047748359357,0.15735816955566406
D2,M5,M8,M5 + M8,0.983,1.0,0.05555555555555555,0.10526315789473684,0.8336162027608056,0.9185149669647217
D2,M1,M9,M1 + M9,0.994,1.0,0.6666666666666666,0.8,0.9996605566870332,0.3784010410308838
D2,M2,M9,M2 + M9,0.995,1.0,0.7222222222222222,0.8387096774193549,0.999264539488572,0.4134221076965332
D2,M3,M9,M3 + M9,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.06290984153747559
D2,M4,M9,M4 + M9,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9985290789771442,0.15720772743225098
D2,M5,M9,M5 + M9,0.981,0.0,0.0,0.0,0.8897374971713057,1.059736967086792
D2,M1,M10,M1 + M10,0.996,1.0,0.7777777777777778,0.875,0.9999999999999999,0.4137282371520996
D2,M2,M10,M2 + M10,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9990948178320886,0.5185501575469971
D2,M3,M10,M3 + M10,0.998,1.0,0.8888888888888888,0.9411764705882353,0.9998302783435167,0.06342601776123047
D2,M4,M10,M4 + M10,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9994342611450554,0.15448331832885742
D2,M5,M10,M5 + M10,0.977,0.2727272727272727,0.16666666666666666,0.20689655172413793,0.9232575243267708,0.9933340549468994
D3,M1,M6,M1 + M6,0.97,0.9834368530020704,0.9557344064386318,0.9693877551020408,0.9956038417383025,2.1947152614593506
D3,M2,M6,M2 + M6,0.984,0.9898167006109979,0.9778672032193159,0.9838056680161943,0.9994759811353209,0.5374689102172852
D3,M3,M6,M3 + M6,0.982,0.9897750511247444,0.9738430583501007,0.9817444219066938,0.999023964862735,0.1941521167755127
D3,M4,M6,M4 + M6,0.976,0.9958071278825996,0.9557344064386318,0.9753593429158111,0.9979859274933898,0.7027459144592285
D3,M5,M6,M5 + M6,0.942,0.9720430107526882,0.9094567404426559,0.9397089397089398,0.9828553827937805,1.1180028915405273
D3,M1,M7,M1 + M7,0.969,0.9854166666666667,0.9517102615694165,0.9682702149437052,0.9967118816277386,2.1923739910125732
D3,M2,M7,M2 + M7,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994479801272846,0.5785939693450928
D3,M3,M7,M3 + M7,0.985,0.9918367346938776,0.9778672032193159,0.9848024316109423,0.9991959710549579,0.1905677318572998
D3,M4,M7,M4 + M7,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9975399114368116,0.6752629280090332
D3,M5,M7,M5 + M7,0.938,0.9578947368421052,0.9154929577464789,0.9362139917695473,0.9803152913504887,1.1180391311645508
D3,M1,M8,M1 + M8,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9963558688112771,2.227058172225952
D3,M2,M8,M2 + M8,0.986,0.9918533604887984,0.9798792756539235,0.9858299595141701,0.9994759811353209,0.5642209053039551
D3,M3,M8,M3 + M8,0.98,0.9897330595482546,0.9698189134808853,0.9796747967479674,0.9988559588145174,0.19287610054016113
D3,M4,M8,M4 + M8,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9976799164769932,0.6772642135620117
D3,M5,M8,M5 + M8,0.939,0.9658119658119658,0.9094567404426559,0.9367875647668393,0.9805593001348049,1.1720750331878662
D3,M1,M9,M1 + M9,0.972,0.9855072463768116,0.9577464788732394,0.9714285714285714,0.9961398610349972,2.19530987739563
D3,M2,M9,M2 + M9,0.984,0.9918200408997955,0.9758551307847082,0.9837728194726166,0.9995599841594298,0.5121510028839111
D3,M3,M9,M3 + M9,0.987,0.9938775510204082,0.9798792756539235,0.9868287740628167,0.9985119464300715,0.19549965858459473
D3,M4,M9,M4 + M9,0.977,0.99581589958159,0.9577464788732394,0.9764102564102564,0.9969138889000003,0.715583086013794
D3,M5,M9,M5 + M9,0.944,0.9681528662420382,0.9175050301810865,0.9421487603305785,0.9789512422447209,1.1026968955993652
D3,M1,M10,M1 + M10,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9964958738514588,2.2114360332489014
D3,M2,M10,M2 + M10,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994759811353209,0.8364291191101074
D3,M3,M10,M3 + M10,0.984,0.9938398357289527,0.9738430583501007,0.983739837398374,0.9988199575184706,0.29138612747192383
D3,M4,M10,M4 + M10,0.983,0.9958677685950413,0.9698189134808853,0.9826707441386341,0.9974679088447185,0.6807847023010254
D3,M5,M10,M5 + M10,0.936,0.9577167019027484,0.9114688128772636,0.934020618556701,0.9799472781020118,1.1415379047393799
D4,M1,M6,M1 + M6,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2215640544891357
D4,M2,M6,M2 + M6,0.999,0.0,0.0,0.0,1.0,0.4141240119934082
D4,M3,M6,M3 + M6,0.999,0.0,0.0,0.0,1.0,0.22048115730285645
D4,M4,M6,M4 + M6,0.999,0.0,0.0,0.0,1.0,0.2675909996032715
D4,M5,M6,M5 + M6,0.998,0.0,0.0,0.0,0.2652652652652653,0.6329441070556641
D4,M1,M7,M1 + M7,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.244163990020752
D4,M2,M7,M2 + M7,0.999,0.0,0.0,0.0,1.0,0.41861391067504883
D4,M3,M7,M3 + M7,0.999,0.0,0.0,0.0,1.0,0.19795703887939453
D4,M4,M7,M4 + M7,0.999,0.0,0.0,0.0,1.0,0.2696831226348877
D4,M5,M7,M5 + M7,0.996,0.0,0.0,0.0,0.09009009009009006,0.6611509323120117
D4,M1,M8,M1 + M8,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1860499382019043
D4,M2,M8,M2 + M8,0.999,0.0,0.0,0.0,1.0,0.306459903717041
D4,M3,M8,M3 + M8,0.999,0.0,0.0,0.0,1.0,0.18849897384643555
D4,M4,M8,M4 + M8,0.999,0.0,0.0,0.0,1.0,0.3113698959350586
D4,M5,M8,M5 + M8,0.998,0.0,0.0,0.0,0.33333333333333337,0.6035099029541016
D4,M1,M9,M1 + M9,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1860592365264893
D4,M2,M9,M2 + M9,0.999,0.0,0.0,0.0,1.0,0.34439706802368164
D4,M3,M9,M3 + M9,0.999,0.0,0.0,0.0,1.0,0.1882638931274414
D4,M4,M9,M4 + M9,0.999,0.0,0.0,0.0,1.0,0.26883506774902344
D4,M5,M9,M5 + M9,0.999,0.0,0.0,0.0,0.8828828828828829,0.7534189224243164
D4,M1,M10,M1 + M10,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.187992811203003
D4,M2,M10,M2 + M10,0.999,0.0,0.0,0.0,1.0,0.2978787422180176
D4,M3,M10,M3 + M10,0.999,0.0,0.0,0.0,1.0,0.19134283065795898
D4,M4,M10,M4 + M10,0.999,0.0,0.0,0.0,1.0,0.2678720951080322
D4,M5,M10,M5 + M10,0.834,0.0,0.0,0.0,0.11111111111111116,0.5684280395507812
D5,M1,M6,M1 + M6,0.995,0.5454545454545454,1.0,0.7058823529411765,0.9972334004024145,0.7499430179595947
D5,M2,M6,M2 + M6,0.992,0.0,0.0,0.0,0.9885982562038901,0.5441248416900635
D5,M3,M6,M3 + M6,0.994,0.5,0.16666666666666666,0.25,0.9963112005365526,0.10988903045654297
D5,M4,M6,M4 + M6,0.994,0.0,0.0,0.0,0.993963782696177,0.25686216354370117
D5,M5,M6,M5 + M6,0.963,0.030303030303030304,0.16666666666666666,0.05128205128205128,0.5216297786720322,0.4810218811035156
D5,M1,M7,M1 + M7,0.992,0.375,0.5,0.42857142857142855,0.9948021462105969,0.8003530502319336
D5,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.9912810194500336,0.5453381538391113
D5,M3,M7,M3 + M7,0.993,0.0,0.0,0.0,0.9951374916163649,0.11406493186950684
D5,M4,M7,M4 + M7,0.994,0.5,0.16666666666666666,0.25,0.9928739101274313,0.25063323974609375
D5,M5,M7,M5 + M7,0.965,0.0,0.0,0.0,0.4015761234071093,0.4833080768585205
D5,M1,M8,M1 + M8,0.994,0.5,0.6666666666666666,0.5714285714285714,0.8304828973843059,0.7848267555236816
D5,M2,M8,M2 + M8,0.994,0.5,0.16666666666666666,0.25,0.9954728370221329,0.6079940795898438
D5,M3,M8,M3 + M8,0.994,0.5,0.16666666666666666,0.25,0.9961435278336687,0.1038358211517334
D5,M4,M8,M4 + M8,0.994,0.5,0.16666666666666666,0.25,0.9933769282360833,0.2471921443939209
D5,M5,M8,M5 + M8,0.965,0.0,0.0,0.0,0.3199195171026157,0.4601280689239502
D5,M1,M9,M1 + M9,0.994,0.5,0.5,0.5,0.9949698189134808,0.7473189830780029
D5,M2,M9,M2 + M9,0.993,0.0,0.0,0.0,0.9877598926894701,0.5428400039672852
D5,M3,M9,M3 + M9,0.994,0.5,0.16666666666666666,0.25,0.9959758551307847,0.1751549243927002
D5,M4,M9,M4 + M9,0.994,0.5,0.16666666666666666,0.25,0.994131455399061,0.25270795822143555
D5,M5,M9,M5 + M9,0.994,0.0,0.0,0.0,0.7743125419181758,1.0692718029022217
D5,M1,M10,M1 + M10,0.992,0.375,0.5,0.42857142857142855,0.994131455399061,0.7468709945678711
D5,M2,M10,M2 + M10,0.993,0.0,0.0,0.0,0.9912810194500334,0.48956894874572754
D5,M3,M10,M3 + M10,0.994,0.5,0.16666666666666666,0.25,0.9969818913480886,0.09947800636291504
D5,M4,M10,M4 + M10,0.994,0.5,0.16666666666666666,0.25,0.994382964453387,0.24912619590759277
D5,M5,M10,M5 + M10,0.965,0.0,0.0,0.0,0.32696177062374243,0.6664249897003174
D1,M1,M6,M1 + M6,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.3025541305541992
D1,M2,M6,M2 + M6,0.996,0.0,0.0,0.0,0.4904809619238477,0.3576791286468506
D1,M3,M6,M3 + M6,0.998,0.0,0.0,0.0,0.688877755511022,0.17869782447814941
D1,M4,M6,M4 + M6,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.11116909980773926
D1,M5,M6,M5 + M6,0.993,0.14285714285714285,0.5,0.2222222222222222,0.8892785571142284,0.5371100902557373
D1,M1,M7,M1 + M7,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24183392524719238
D1,M2,M7,M2 + M7,0.99,0.0,0.0,0.0,0.4033066132264529,0.7235698699951172
D1,M3,M7,M3 + M7,0.998,0.0,0.0,0.0,0.6422845691382766,0.07783222198486328
D1,M4,M7,M4 + M7,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.11005687713623047
D1,M5,M7,M5 + M7,0.998,0.0,0.0,0.0,0.781062124248497,1.0244600772857666
D1,M1,M8,M1 + M8,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23868680000305176
D1,M2,M8,M2 + M8,0.994,0.0,0.0,0.0,0.47695390781563124,0.3701159954071045
D1,M3,M8,M3 + M8,0.998,0.0,0.0,0.0,0.5485971943887775,0.07706379890441895
D1,M4,M8,M4 + M8,0.999,1.0,0.5,0.6666666666666666,0.7437374749498997,0.11234092712402344
D1,M5,M8,M5 + M8,0.995,0.2,0.5,0.2857142857142857,0.7319639278557114,0.5280990600585938
D1,M1,M9,M1 + M9,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24302315711975098
D1,M2,M9,M2 + M9,0.994,0.0,0.0,0.0,0.2763026052104208,0.6136610507965088
D1,M3,M9,M3 + M9,0.998,0.0,0.0,0.0,0.6012024048096192,0.07808899879455566
D1,M4,M9,M4 + M9,0.999,1.0,0.5,0.6666666666666666,0.7429859719438877,0.10922098159790039
D1,M5,M9,M5 + M9,0.998,0.0,0.0,0.0,0.6447895791583166,0.6088178157806396
D1,M1,M10,M1 + M10,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23416876792907715
D1,M2,M10,M2 + M10,0.992,0.0,0.0,0.0,0.43286573146292584,0.3241150379180908
D1,M3,M10,M3 + M10,0.998,0.0,0.0,0.0,0.6427855711422845,0.07885479927062988
D1,M4,M10,M4 + M10,0.999,1.0,0.5,0.6666666666666666,0.7452404809619239,0.10907196998596191
D1,M5,M10,M5 + M10,0.996,0.25,0.5,0.3333333333333333,0.7404809619238477,0.42196202278137207
D2,M1,M6,M1 + M6,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9998868522290111,0.3369600772857666
D2,M2,M6,M2 + M6,0.996,1.0,0.7777777777777778,0.875,0.9993776872595611,0.42827391624450684
D2,M3,M6,M3 + M6,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9996605566870332,0.06661391258239746
D2,M4,M6,M4 + M6,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9994342611450554,0.16476798057556152
D2,M5,M6,M5 + M6,0.982,0.0,0.0,0.0,0.8639398053858339,0.9922630786895752
D2,M1,M7,M1 + M7,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.999264539488572,0.336026668548584
D2,M2,M7,M2 + M7,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9992645394885721,0.4503061771392822
D2,M3,M7,M3 + M7,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.06793498992919922
D2,M4,M7,M4 + M7,0.994,1.0,0.6666666666666666,0.8,0.9997737044580222,0.14943385124206543
D2,M5,M7,M5 + M7,0.98,0.25,0.05555555555555555,0.09090909090909091,0.8630346232179227,1.0222971439361572
D2,M1,M8,M1 + M8,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9990382439465942,0.33686304092407227
D2,M2,M8,M2 + M8,0.992,0.9166666666666666,0.6111111111111112,0.7333333333333333,0.9988119484046164,0.4124002456665039
D2,M3,M8,M3 + M8,0.996,1.0,0.7777777777777778,0.875,0.9999434261145056,0.06682014465332031
D2,M4,M8,M4 + M8,0.991,1.0,0.5,0.6666666666666666,0.9998302783435166,0.15587997436523438
D2,M5,M8,M5 + M8,0.981,0.4,0.1111111111111111,0.17391304347826086,0.8727087576374746,0.903188943862915
D2,M1,M9,M1 + M9,0.994,1.0,0.6666666666666666,0.8,0.9996605566870332,0.334003210067749
D2,M2,M9,M2 + M9,0.995,1.0,0.7222222222222222,0.8387096774193549,0.999264539488572,0.4076709747314453
D2,M3,M9,M3 + M9,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.06711506843566895
D2,M4,M9,M4 + M9,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9985290789771442,0.15242505073547363
D2,M5,M9,M5 + M9,0.981,0.0,0.0,0.0,0.8897374971713057,0.9814388751983643
D2,M1,M10,M1 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.33400821685791016
D2,M2,M10,M2 + M10,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9993776872595611,0.42507076263427734
D2,M3,M10,M3 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.08725094795227051
D2,M4,M10,M4 + M10,0.992,1.0,0.5555555555555556,0.7142857142857143,0.9994059742023083,0.15736103057861328
D2,M5,M10,M5 + M10,0.983,0.6666666666666666,0.1111111111111111,0.19047619047619047,0.9492532247114732,0.986292839050293
D3,M1,M6,M1 + M6,0.97,0.9834368530020704,0.9557344064386318,0.9693877551020408,0.9956038417383025,2.2048468589782715
D3,M2,M6,M2 + M6,0.984,0.9898167006109979,0.9778672032193159,0.9838056680161943,0.9994759811353209,0.6308400630950928
D3,M3,M6,M3 + M6,0.982,0.9897750511247444,0.9738430583501007,0.9817444219066938,0.999023964862735,0.1903059482574463
D3,M4,M6,M4 + M6,0.976,0.9958071278825996,0.9557344064386318,0.9753593429158111,0.9979859274933898,0.6755249500274658
D3,M5,M6,M5 + M6,0.942,0.9720430107526882,0.9094567404426559,0.9397089397089398,0.9828553827937805,1.1079330444335938
D3,M1,M7,M1 + M7,0.969,0.9854166666666667,0.9517102615694165,0.9682702149437052,0.9967118816277386,2.214560031890869
D3,M2,M7,M2 + M7,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994479801272846,0.5829181671142578
D3,M3,M7,M3 + M7,0.985,0.9918367346938776,0.9778672032193159,0.9848024316109423,0.9991959710549579,0.18886876106262207
D3,M4,M7,M4 + M7,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9975399114368116,0.6789290904998779
D3,M5,M7,M5 + M7,0.938,0.9578947368421052,0.9154929577464789,0.9362139917695473,0.9803152913504887,1.0759358406066895
D3,M1,M8,M1 + M8,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9963558688112771,2.2018299102783203
D3,M2,M8,M2 + M8,0.986,0.9918533604887984,0.9798792756539235,0.9858299595141701,0.9994759811353209,0.5089421272277832
D3,M3,M8,M3 + M8,0.98,0.9897330595482546,0.9698189134808853,0.9796747967479674,0.9988559588145174,0.18576693534851074
D3,M4,M8,M4 + M8,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9976799164769932,0.6755561828613281
D3,M5,M8,M5 + M8,0.939,0.9658119658119658,0.9094567404426559,0.9367875647668393,0.9805593001348049,1.0643489360809326
D3,M1,M9,M1 + M9,0.972,0.9855072463768116,0.9577464788732394,0.9714285714285714,0.9961398610349972,2.1917531490325928
D3,M2,M9,M2 + M9,0.984,0.9918200408997955,0.9758551307847082,0.9837728194726166,0.9995599841594298,0.5363278388977051
D3,M3,M9,M3 + M9,0.987,0.9938775510204082,0.9798792756539235,0.9868287740628167,0.9985119464300715,0.18978381156921387
D3,M4,M9,M4 + M9,0.977,0.99581589958159,0.9577464788732394,0.9764102564102564,0.9969138889000003,0.6716470718383789
D3,M5,M9,M5 + M9,0.944,0.9681528662420382,0.9175050301810865,0.9421487603305785,0.9789512422447209,1.0655009746551514
D3,M1,M10,M1 + M10,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9964958738514588,2.1925289630889893
D3,M2,M10,M2 + M10,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994759811353209,0.48023200035095215
D3,M3,M10,M3 + M10,0.984,0.9938398357289527,0.9738430583501007,0.983739837398374,0.9988199575184706,0.1868579387664795
D3,M4,M10,M4 + M10,0.983,0.9958677685950413,0.9698189134808853,0.9826707441386341,0.9974679088447185,0.6766939163208008
D3,M5,M10,M5 + M10,0.936,0.9577167019027484,0.9114688128772636,0.934020618556701,0.9799472781020118,1.0766379833221436
D4,M1,M6,M1 + M6,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1886603832244873
D4,M2,M6,M2 + M6,0.999,0.0,0.0,0.0,1.0,0.34462785720825195
D4,M3,M6,M3 + M6,0.999,0.0,0.0,0.0,1.0,0.18761515617370605
D4,M4,M6,M4 + M6,0.999,0.0,0.0,0.0,1.0,0.2657182216644287
D4,M5,M6,M5 + M6,0.998,0.0,0.0,0.0,0.2652652652652653,0.5615952014923096
D4,M1,M7,M1 + M7,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1852607727050781
D4,M2,M7,M2 + M7,0.999,0.0,0.0,0.0,1.0,0.2942790985107422
D4,M3,M7,M3 + M7,0.999,0.0,0.0,0.0,1.0,0.1970679759979248
D4,M4,M7,M4 + M7,0.999,0.0,0.0,0.0,1.0,0.27120304107666016
D4,M5,M7,M5 + M7,0.996,0.0,0.0,0.0,0.09009009009009006,0.6175410747528076
D4,M1,M8,M1 + M8,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1899819374084473
D4,M2,M8,M2 + M8,0.999,0.0,0.0,0.0,1.0,0.2932009696960449
D4,M3,M8,M3 + M8,0.999,0.0,0.0,0.0,1.0,0.18522286415100098
D4,M4,M8,M4 + M8,0.999,0.0,0.0,0.0,1.0,0.2660548686981201
D4,M5,M8,M5 + M8,0.998,0.0,0.0,0.0,0.33333333333333337,0.563889741897583
D4,M1,M9,M1 + M9,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1860430240631104
D4,M2,M9,M2 + M9,0.999,0.0,0.0,0.0,1.0,0.2871730327606201
D4,M3,M9,M3 + M9,0.999,0.0,0.0,0.0,1.0,0.1854400634765625
D4,M4,M9,M4 + M9,0.999,0.0,0.0,0.0,1.0,0.26686525344848633
D4,M5,M9,M5 + M9,0.999,0.0,0.0,0.0,0.8828828828828829,0.6996359825134277
D4,M1,M10,M1 + M10,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.188511848449707
D4,M2,M10,M2 + M10,0.999,0.0,0.0,0.0,1.0,0.27451086044311523
D4,M3,M10,M3 + M10,0.999,0.0,0.0,0.0,1.0,0.19044709205627441
D4,M4,M10,M4 + M10,0.999,0.0,0.0,0.0,1.0,0.27756690979003906
D4,M5,M10,M5 + M10,0.834,0.0,0.0,0.0,0.11111111111111116,0.5010449886322021
D5,M1,M6,M1 + M6,0.995,0.5454545454545454,1.0,0.7058823529411765,0.9972334004024145,0.746851921081543
D5,M2,M6,M2 + M6,0.992,0.0,0.0,0.0,0.9885982562038901,0.4909350872039795
D5,M3,M6,M3 + M6,0.994,0.5,0.16666666666666666,0.25,0.9963112005365526,0.09989309310913086
D5,M4,M6,M4 + M6,0.994,0.0,0.0,0.0,0.993963782696177,0.24822306632995605
D5,M5,M6,M5 + M6,0.963,0.030303030303030304,0.16666666666666666,0.05128205128205128,0.5216297786720322,0.5117690563201904
D5,M1,M7,M1 + M7,0.992,0.375,0.5,0.42857142857142855,0.9948021462105969,0.7469871044158936
D5,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.9912810194500336,0.4556610584259033
D5,M3,M7,M3 + M7,0.993,0.0,0.0,0.0,0.9951374916163649,0.09340381622314453
D5,M4,M7,M4 + M7,0.994,0.5,0.16666666666666666,0.25,0.9928739101274313,0.246567964553833
D5,M5,M7,M5 + M7,0.965,0.0,0.0,0.0,0.4015761234071093,0.43932008743286133
D5,M1,M8,M1 + M8,0.994,0.5,0.6666666666666666,0.5714285714285714,0.8304828973843059,0.7466020584106445
D5,M2,M8,M2 + M8,0.994,0.5,0.16666666666666666,0.25,0.9954728370221329,0.493607759475708
D5,M3,M8,M3 + M8,0.994,0.5,0.16666666666666666,0.25,0.9961435278336687,0.09119200706481934
D5,M4,M8,M4 + M8,0.994,0.5,0.16666666666666666,0.25,0.9933769282360833,0.24660611152648926
D5,M5,M8,M5 + M8,0.965,0.0,0.0,0.0,0.3199195171026157,0.4570586681365967
D5,M1,M9,M1 + M9,0.994,0.5,0.5,0.5,0.9949698189134808,0.7450833320617676
D5,M2,M9,M2 + M9,0.993,0.0,0.0,0.0,0.9877598926894701,0.4594390392303467
D5,M3,M9,M3 + M9,0.994,0.5,0.16666666666666666,0.25,0.9959758551307847,0.0936882495880127
D5,M4,M9,M4 + M9,0.994,0.5,0.16666666666666666,0.25,0.994131455399061,0.2457740306854248
D5,M5,M9,M5 + M9,0.994,0.0,0.0,0.0,0.7743125419181758,1.0321838855743408
D5,M1,M10,M1 + M10,0.992,0.375,0.5,0.42857142857142855,0.994131455399061,0.7446298599243164
D5,M2,M10,M2 + M10,0.993,0.0,0.0,0.0,0.9912810194500334,0.4929928779602051
D5,M3,M10,M3 + M10,0.994,0.5,0.16666666666666666,0.25,0.9969818913480886,0.09439897537231445
D5,M4,M10,M4 + M10,0.994,0.5,0.16666666666666666,0.25,0.994382964453387,0.24522185325622559
D5,M5,M10,M5 + M10,0.965,0.0,0.0,0.0,0.32696177062374243,0.4524369239807129
D1,M1,M6,M1 + M6,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.2984287738800049
